id,player_name,date,over_under,points,implied_likelihood,normal_likelihood,poisson_likelihood,raw_data_likelihood,weighted_likelihood,poisson_kelly
9410,Dylan Guenther,2024-12-02,Under,2.5,0.5649717514124294,0.5616580852577318,0.6099847449438398,0.5980392156862745,0.5560975609756098,0.025867856672271594
9411,Jamie Benn,2024-12-02,Over,1.5,0.6172839506172839,0.6184374241655932,0.5921213202193737,0.5721925133689839,0.5384615384615384,-0.016436879534118765
9412,Jamie Benn,2024-12-02,Under,1.5,0.4347826086956522,0.3815625758344068,0.4078786797806263,0.42780748663101603,0.46153846153846156,-0.011899814712415302
9413,Jason Robertson,2024-12-02,Over,2.5,0.5,0.5982751170139797,0.5689303694693134,0.5668449197860963,0.5076923076923077,0.034465184734656706
9414,Jason Robertson,2024-12-02,Under,2.5,0.5586592178770949,0.4017248829860202,0.4310696305306866,0.43315508021390375,0.49230769230769234,-0.07227384852850346
9415,Logan Cooley,2024-12-02,Over,1.5,0.6535947712418301,0.5976754944728524,0.5440277087112108,0.5660377358490566,0.5894308943089431,-0.07907434229804128
9416,Logan Cooley,2024-12-02,Under,1.5,0.4048582995951417,0.40232450552714755,0.45597229128878924,0.4339622641509434,0.4105691056910569,0.02147135365362407
9417,Mason Marchment,2024-12-02,Over,1.5,0.6535947712418301,0.6326031016530833,0.5964366791937916,0.6023391812865497,0.5980392156862745,-0.04125088718561265
9418,Mason Marchment,2024-12-02,Under,1.5,0.4016064257028112,0.3673968983469167,0.4035633208062084,0.39766081871345027,0.4019607843137255,0.0008175618804461271
9419,Matt Duchene,2024-12-02,Over,1.5,0.6369426751592356,0.6739042270469391,0.6201809583647391,0.6551724137931034,0.635483870967742,-0.011542059371648955
9420,Matt Duchene,2024-12-02,Under,1.5,0.4166666666666667,0.32609577295306097,0.3798190416352609,0.3448275862068966,0.36451612903225805,-0.015791839299173896
9421,Mikhail Sergachev,2024-12-02,Over,1.5,0.6060606060606061,0.5389008869448976,0.480551895690674,0.5328467153284672,0.4890829694323144,-0.07964975850399536
9422,Mikhail Sergachev,2024-12-02,Under,1.5,0.4504504504504504,0.4610991130551024,0.519448104309326,0.46715328467153283,0.5109170305676856,0.03138827696039011
9423,Miro Heiskanen,2024-12-02,Over,2.5,0.5,0.4691257195368632,0.424821540481475,0.47398843930635837,0.42333333333333334,-0.03758922975926249
9424,Miro Heiskanen,2024-12-02,Under,2.5,0.5555555555555556,0.5308742804631368,0.575178459518525,0.5260115606936416,0.5766666666666667,0.011037883479170313
9425,Nick Schmaltz,2024-12-02,Over,1.5,0.6535947712418301,0.6260642603748929,0.5870907957505284,0.6144578313253012,0.6237623762376238,-0.0479957936328734
9426,Nick Schmaltz,2024-12-02,Under,1.5,0.4132231404958678,0.37393573962510707,0.41290920424947164,0.3855421686746988,0.37623762376237624,-0.00013375452751385186
9427,Roope Hintz,2024-12-02,Over,2.5,0.4385964912280702,0.46532308989319093,0.42361681112764416,0.42857142857142855,0.42071197411003236,-0.006670638794720976
9428,Roope Hintz,2024-12-02,Under,2.5,0.6060606060606061,0.5346769101068091,0.5763831888723558,0.5714285714285714,0.5792880258899676,-0.018833745523312656
9429,Thomas Harley,2024-12-02,Over,1.5,0.5952380952380952,0.6032832114486819,0.5628811931363282,0.5185185185185185,0.51440329218107,-0.019985145415797295
9430,Thomas Harley,2024-12-02,Under,1.5,0.46511627906976744,0.39671678855131814,0.43711880686367177,0.48148148148148145,0.48559670781893005,-0.013085775052849066
9431,Tyler Seguin,2024-12-02,Over,2.5,0.49504950495049505,0.4588450920824203,0.41349376765051926,0.39263803680981596,0.3870967741935484,-0.04037808562400763
9432,Tyler Seguin,2024-12-02,Under,2.5,0.5617977528089888,0.5411549079175797,0.5865062323494807,0.6073619631901841,0.6129032258064516,0.0140965043532294
9433,Wyatt Johnston,2024-12-02,Over,2.5,0.5952380952380952,0.5008868670383739,0.457127674007932,0.4117647058823529,0.4553846153846154,-0.0853034954656891
9434,Wyatt Johnston,2024-12-02,Under,2.5,0.4587155963302752,0.499113132961626,0.542872325992068,0.5882352941176471,0.5446153846153846,0.03886899802176025
